Handle,Title,Vendor,Type,Published,Option1 Name,Option1 Value,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Requires Shipping,Variant Taxable,Image Src,product.metafields.custom.artisan,product.metafields.custom.concentration,product.metafields.custom.top_notes,product.metafields.custom.heart_notes,product.metafields.custom.base_notes,Body (HTML)
alhambra-touch,Touch,Alhambra,Parfum,TRUE,Title,Default Title,shopify,44,deny,manual,174,TRUE,TRUE,https://images.unsplash.com/photo-1590156546946-ce55a12a6a5d?q=80&w=800&auto=format&fit=crop,Alhambra,Parfum,Tobacco,Aromatic,Medium,A masterfully crafted EDP fragrance by Alhambra. Perfect for Unisex seeking a Tobacco scent with Medium longevity.
alhambra-profumo,Profumo,Alhambra,Parfum,TRUE,Title,Default Title,shopify,45,deny,manual,175,TRUE,TRUE,https://images.unsplash.com/photo-1563170351-be82bc88ea6f?q=80&w=800&auto=format&fit=crop,Alhambra,Parfum,Aromatic,Aromatic,Light,A masterfully crafted EDP fragrance by Alhambra. Perfect for Unisex seeking a Aromatic scent with Light longevity.
alhambra-neroli,Neroli,Alhambra,Parfum,TRUE,Title,Default Title,shopify,46,deny,manual,176,TRUE,TRUE,https://images.unsplash.com/photo-1582211594533-268f4f1edcb9?q=80&w=800&auto=format&fit=crop,Alhambra,Parfum,Aromatic,Aromatic,Medium,A masterfully crafted EDP fragrance by Alhambra. Perfect for Unisex seeking a Aromatic scent with Medium longevity.
alhambra-peach,Peach,Alhambra,Parfum,TRUE,Title,Default Title,shopify,47,deny,manual,177,TRUE,TRUE,https://images.unsplash.com/photo-1608528577891-eb055944f2e7?q=80&w=800&auto=format&fit=crop,Alhambra,Parfum,Floral,Aromatic,Medium,A masterfully crafted EDP fragrance by Alhambra. Perfect for Unisex seeking a Floral scent with Medium longevity.
alhambra-bronzite,Bronzite,Alhambra,Parfum,TRUE,Title,Default Title,shopify,48,deny,manual,178,TRUE,TRUE,https://images.unsplash.com/photo-1588405748880-12d1d2a59f75?q=80&w=800&auto=format&fit=crop,Alhambra,Parfum,Unknown,Aromatic,Medium,A masterfully crafted EDP fragrance by Alhambra. Perfect for Unisex seeking a Unknown scent with Medium longevity.
alhambra-angel,Angel,Alhambra,Parfum,TRUE,Title,Default Title,shopify,49,deny,manual,179,TRUE,TRUE,https://images.unsplash.com/photo-1598516086708-41c305c08d17?q=80&w=800&auto=format&fit=crop,Alhambra,Parfum,Unknown,Aromatic,Medium,A masterfully crafted EDP fragrance by Alhambra. Perfect for Unisex seeking a Unknown scent with Medium longevity.
alhambra-tabac,Tabac,Alhambra,Parfum,TRUE,Title,Default Title,shopify,50,deny,manual,180,TRUE,TRUE,https://images.unsplash.com/photo-1588405748880-12d1d2a59f75?q=80&w=800&auto=format&fit=crop,Alhambra,Parfum,Accord,Aromatic,Medium,A masterfully crafted EDP fragrance by Alhambra. Perfect for Unisex seeking a Accord scent with Medium longevity.
alhambra-iii,III,Alhambra,Parfum,TRUE,Title,Default Title,shopify,51,deny,manual,181,TRUE,TRUE,https://images.unsplash.com/photo-1595425970377-c9703c48657a?q=80&w=800&auto=format&fit=crop,Alhambra,Parfum,Unknown,Aromatic,Medium,A masterfully crafted EDP fragrance by Alhambra. Perfect for Unisex seeking a Unknown scent with Medium longevity.
alhambra-oud,Oud,Alhambra,Parfum,TRUE,Title,Default Title,shopify,52,deny,manual,182,TRUE,TRUE,https://images.unsplash.com/photo-1592914610354-fd354d45fe82?q=80&w=800&auto=format&fit=crop,Alhambra,Parfum,Unknown,Aromatic,Strong,A masterfully crafted EDP fragrance by Alhambra. Perfect for Unisex seeking a Unknown scent with Strong longevity.
alhambra-leather,Leather,Alhambra,Parfum,TRUE,Title,Default Title,shopify,53,deny,manual,183,TRUE,TRUE,https://images.unsplash.com/photo-1619994403073-2cec844b8e63?q=80&w=800&auto=format&fit=crop,Alhambra,Parfum,Leather,Aromatic,Strong,A masterfully crafted EDP fragrance by Alhambra. Perfect for Unisex seeking a Leather scent with Strong longevity.
alhambra-elixir,Elixir,Alhambra,Parfum,TRUE,Title,Default Title,shopify,54,deny,manual,184,TRUE,TRUE,https://images.unsplash.com/photo-1601007746401-44755f190e29?q=80&w=800&auto=format&fit=crop,Alhambra,Parfum,Unknown,Aromatic,Strong,A masterfully crafted EDP fragrance by Alhambra. Perfect for Unisex seeking a Unknown scent with Strong longevity.
alhambra-perseus,Perseus,Alhambra,Parfum,TRUE,Title,Default Title,shopify,55,deny,manual,185,TRUE,TRUE,https://images.unsplash.com/photo-1616949755610-8c9bbc08f138?q=80&w=800&auto=format&fit=crop,Alhambra,Parfum,Unknown,Aromatic,Strong,A masterfully crafted EDP fragrance by Alhambra. Perfect for Unisex seeking a Unknown scent with Strong longevity.
alhambra-origami,Origami,Alhambra,Parfum,TRUE,Title,Default Title,shopify,56,deny,manual,186,TRUE,TRUE,https://images.unsplash.com/photo-1595535373192-fc8938b27529?q=80&w=800&auto=format&fit=crop,Alhambra,Parfum,Chocolate,Aromatic,Medium,A masterfully crafted EDP fragrance by Alhambra. Perfect for Unisex seeking a Chocolate scent with Medium longevity.
alhambra-ambrosia,Ambrosia,Alhambra,Parfum,TRUE,Title,Default Title,shopify,57,deny,manual,187,TRUE,TRUE,https://images.unsplash.com/photo-1599305090598-fe179d501227?q=80&w=800&auto=format&fit=crop,Alhambra,Parfum,Floriental,Aromatic,Medium,A masterfully crafted EDP fragrance by Alhambra. Perfect for Unisex seeking a Floriental scent with Medium longevity.
alhambra-kingsman,Kingsman,Alhambra,Parfum,TRUE,Title,Default Title,shopify,58,deny,manual,188,TRUE,TRUE,https://images.unsplash.com/photo-1596462502278-27bfdc403348?q=80&w=800&auto=format&fit=crop,Alhambra,Parfum,Aromatic,Aromatic,Medium,A masterfully crafted EDP fragrance by Alhambra. Perfect for Unisex seeking a Aromatic scent with Medium longevity.
alhambra-oud,Oud,Alhambra,Parfum,TRUE,Title,Default Title,shopify,59,deny,manual,189,TRUE,TRUE,https://images.unsplash.com/photo-1595535373192-fc8938b27529?q=80&w=800&auto=format&fit=crop,Alhambra,Parfum,Floral,Aromatic,Medium,A masterfully crafted EDP fragrance by Alhambra. Perfect for Unisex seeking a Floral scent with Medium longevity.
alhambra-karat,Karat,Alhambra,Parfum,TRUE,Title,Default Title,shopify,60,deny,manual,190,TRUE,TRUE,https://images.unsplash.com/photo-1599305090598-fe179d501227?q=80&w=800&auto=format&fit=crop,Alhambra,Parfum,Gourmand,Aromatic,Medium,A masterfully crafted EDP fragrance by Alhambra. Perfect for Unisex seeking a Gourmand scent with Medium longevity.
alhambra-noir,Noir,Alhambra,Parfum,TRUE,Title,Default Title,shopify,61,deny,manual,191,TRUE,TRUE,https://images.unsplash.com/photo-1601244840899-72c676afba7b?q=80&w=800&auto=format&fit=crop,Alhambra,Parfum,Floral,Aromatic,Medium,A masterfully crafted EDP fragrance by Alhambra. Perfect for Unisex seeking a Floral scent with Medium longevity.
alhambra-blue,Blue,Alhambra,Parfum,TRUE,Title,Default Title,shopify,62,deny,manual,192,TRUE,TRUE,https://images.unsplash.com/photo-1616949755610-8c9bbc08f138?q=80&w=800&auto=format&fit=crop,Alhambra,Parfum,Fig,Aromatic,Strong,A masterfully crafted EDP fragrance by Alhambra. Perfect for Unisex seeking a Fig scent with Strong longevity.
alhambra-oud,Oud,Alhambra,Parfum,TRUE,Title,Default Title,shopify,63,deny,manual,193,TRUE,TRUE,https://images.unsplash.com/photo-1622618991746-fe6004db3a47?q=80&w=800&auto=format&fit=crop,Alhambra,Parfum,Oud,Aromatic,Strong,A masterfully crafted EDP fragrance by Alhambra. Perfect for Unisex seeking a Oud scent with Strong longevity.
ajmal-him,Him,Ajmal,Parfum,TRUE,Title,Default Title,shopify,64,deny,manual,194,TRUE,TRUE,https://images.unsplash.com/photo-1601244840899-72c676afba7b?q=80&w=800&auto=format&fit=crop,Ajmal,Parfum,Aromatic,Aromatic,Strong,A masterfully crafted EDP fragrance by Ajmal. Perfect for Men seeking a Aromatic scent with Strong longevity.
ajmal-blu,Blu,Ajmal,Parfum,TRUE,Title,Default Title,shopify,65,deny,manual,195,TRUE,TRUE,https://images.unsplash.com/photo-1622618991746-fe6004db3a47?q=80&w=800&auto=format&fit=crop,Ajmal,Parfum,Aquatic,Aromatic,Medium,A masterfully crafted EDP fragrance by Ajmal. Perfect for Men seeking a Aquatic scent with Medium longevity.
ajmal-wood,Wood,Ajmal,Parfum,TRUE,Title,Default Title,shopify,66,deny,manual,196,TRUE,TRUE,https://images.unsplash.com/photo-1608528577891-eb055944f2e7?q=80&w=800&auto=format&fit=crop,Ajmal,Parfum,Amber,Aromatic,Medium,A masterfully crafted EDP fragrance by Ajmal. Perfect for Unisex seeking a Amber scent with Medium longevity.
ajmal-layel,Layel,Ajmal,Parfum,TRUE,Title,Default Title,shopify,67,deny,manual,197,TRUE,TRUE,https://images.unsplash.com/photo-1582211594533-268f4f1edcb9?q=80&w=800&auto=format&fit=crop,Ajmal,Parfum,Woody,Aromatic,Strong,A masterfully crafted EDP fragrance by Ajmal. Perfect for Unisex seeking a Woody scent with Strong longevity.
ajmal-musc,Musc,Ajmal,Parfum,TRUE,Title,Default Title,shopify,68,deny,manual,198,TRUE,TRUE,https://images.unsplash.com/photo-1592494911762-d2f1f5f3e911?q=80&w=800&auto=format&fit=crop,Ajmal,Parfum,Musk,Aromatic,Strong,A masterfully crafted EDP fragrance by Ajmal. Perfect for Unisex seeking a Musk scent with Strong longevity.
ajmal-wood,Wood,Ajmal,Parfum,TRUE,Title,Default Title,shopify,69,deny,manual,199,TRUE,TRUE,https://images.unsplash.com/photo-1595535373192-fc8938b27529?q=80&w=800&auto=format&fit=crop,Ajmal,Parfum,Spicy,Aromatic,Medium,A masterfully crafted EDP fragrance by Ajmal. Perfect for Unisex seeking a Spicy scent with Medium longevity.
ajmal-moshriqa,Moshriqa,Ajmal,Parfum,TRUE,Title,Default Title,shopify,20,deny,manual,200,TRUE,TRUE,https://images.unsplash.com/photo-1596462502278-27bfdc403348?q=80&w=800&auto=format&fit=crop,Ajmal,Parfum,Oriental,Aromatic,Strong,A masterfully crafted EDP fragrance by Ajmal. Perfect for Unisex seeking a Oriental scent with Strong longevity.
ajmal-rose,Rose,Ajmal,Cologne,TRUE,Title,Default Title,shopify,21,deny,manual,201,TRUE,TRUE,https://images.unsplash.com/photo-1594913785124-71239c4f5260?q=80&w=800&auto=format&fit=crop,Ajmal,Cologne,Musk,Aromatic,Strong,A masterfully crafted ALCOHOL-FREE fragrance by Ajmal. Perfect for Unisex seeking a Musk scent with Strong longevity.
ajmal-mukhallat,Mukhallat,Ajmal,Extract,TRUE,Title,Default Title,shopify,22,deny,manual,202,TRUE,TRUE,https://images.unsplash.com/photo-1595425970377-c9703c48657a?q=80&w=800&auto=format&fit=crop,Ajmal,Extract,Blend,Aromatic,Strong,A masterfully crafted ATTAR fragrance by Ajmal. Perfect for Unisex seeking a Blend scent with Strong longevity.
ajmal-zayeed,Zayeed,Ajmal,Extract,TRUE,Title,Default Title,shopify,23,deny,manual,203,TRUE,TRUE,https://images.unsplash.com/photo-1622618991746-fe6004db3a47?q=80&w=800&auto=format&fit=crop,Ajmal,Extract,Oudh,Aromatic,Strong,A masterfully crafted CONCENTRATE fragrance by Ajmal. Perfect for Unisex seeking a Oudh scent with Strong longevity.
ajmal-majmua,Majmua,Ajmal,Extract,TRUE,Title,Default Title,shopify,24,deny,manual,204,TRUE,TRUE,https://images.unsplash.com/photo-1619994403073-2cec844b8e63?q=80&w=800&auto=format&fit=crop,Ajmal,Extract,Woody,Aromatic,Strong,A masterfully crafted CONCENTRATE fragrance by Ajmal. Perfect for Unisex seeking a Woody scent with Strong longevity.
ajmal-nights,Nights,Ajmal,Parfum,TRUE,Title,Default Title,shopify,25,deny,manual,205,TRUE,TRUE,https://images.unsplash.com/photo-1622618991746-fe6004db3a47?q=80&w=800&auto=format&fit=crop,Ajmal,Parfum,Spicy,Aromatic,Medium,A masterfully crafted EDP fragrance by Ajmal. Perfect for Unisex seeking a Spicy scent with Medium longevity.
ajmal-kuro,Kuro,Ajmal,Parfum,TRUE,Title,Default Title,shopify,26,deny,manual,206,TRUE,TRUE,https://images.unsplash.com/photo-1608528577891-eb055944f2e7?q=80&w=800&auto=format&fit=crop,Ajmal,Parfum,Spicy,Aromatic,Light,A masterfully crafted EDP fragrance by Ajmal. Perfect for Unisex seeking a Spicy scent with Light longevity.
ajmal-shade,Shade,Ajmal,Parfum,TRUE,Title,Default Title,shopify,27,deny,manual,207,TRUE,TRUE,https://images.unsplash.com/photo-1596462502278-27bfdc403348?q=80&w=800&auto=format&fit=crop,Ajmal,Parfum,Powdery,Aromatic,Light,A masterfully crafted EDP fragrance by Ajmal. Perfect for Unisex seeking a Powdery scent with Light longevity.
ajmal-dhahab,Dhahab,Ajmal,Parfum,TRUE,Title,Default Title,shopify,28,deny,manual,208,TRUE,TRUE,https://images.unsplash.com/photo-1603569283847-aa295f0d016a?q=80&w=800&auto=format&fit=crop,Ajmal,Parfum,Oriental,Aromatic,Strong,A masterfully crafted EDP fragrance by Ajmal. Perfect for Unisex seeking a Oriental scent with Strong longevity.
ajmal-dreams,Dreams,Ajmal,Parfum,TRUE,Title,Default Title,shopify,29,deny,manual,209,TRUE,TRUE,https://images.unsplash.com/photo-1598516086708-41c305c08d17?q=80&w=800&auto=format&fit=crop,Ajmal,Parfum,Floral,Aromatic,Medium,A masterfully crafted EDP fragrance by Ajmal. Perfect for Women seeking a Floral scent with Medium longevity.
ajmal-silk,Silk,Ajmal,Parfum,TRUE,Title,Default Title,shopify,30,deny,manual,210,TRUE,TRUE,https://images.unsplash.com/photo-1594035910387-fea47794261f?q=80&w=800&auto=format&fit=crop,Ajmal,Parfum,Floral,Aromatic,Medium,A masterfully crafted EDP fragrance by Ajmal. Perfect for Women seeking a Floral scent with Medium longevity.
ajmal-edp,EDP),Ajmal,Parfum,TRUE,Title,Default Title,shopify,31,deny,manual,211,TRUE,TRUE,https://images.unsplash.com/photo-1601244840899-72c676afba7b?q=80&w=800&auto=format&fit=crop,Ajmal,Parfum,Musk,Aromatic,Strong,A masterfully crafted EDP fragrance by Ajmal. Perfect for Unisex seeking a Musk scent with Strong longevity.
ajmal-pimente,Pimente,Ajmal,Parfum,TRUE,Title,Default Title,shopify,32,deny,manual,212,TRUE,TRUE,https://images.unsplash.com/photo-1595425970377-c9703c48657a?q=80&w=800&auto=format&fit=crop,Ajmal,Parfum,Amber,Aromatic,Strong,A masterfully crafted EDP fragrance by Ajmal. Perfect for Men seeking a Amber scent with Strong longevity.
ajmal-love,Love,Ajmal,Parfum,TRUE,Title,Default Title,shopify,33,deny,manual,213,TRUE,TRUE,https://images.unsplash.com/photo-1590156546946-ce55a12a6a5d?q=80&w=800&auto=format&fit=crop,Ajmal,Parfum,Floral,Aromatic,Light,A masterfully crafted EDP fragrance by Ajmal. Perfect for Women seeking a Floral scent with Light longevity.
ajmal-women,(Women),Ajmal,Parfum,TRUE,Title,Default Title,shopify,34,deny,manual,214,TRUE,TRUE,https://images.unsplash.com/photo-1601007746401-44755f190e29?q=80&w=800&auto=format&fit=crop,Ajmal,Parfum,Floral,Aromatic,Medium,A masterfully crafted EDP fragrance by Ajmal. Perfect for Women seeking a Floral scent with Medium longevity.
ajmal-amaze,Amaze,Ajmal,Parfum,TRUE,Title,Default Title,shopify,35,deny,manual,215,TRUE,TRUE,https://images.unsplash.com/photo-1615529182904-14819c35db37?q=80&w=800&auto=format&fit=crop,Ajmal,Parfum,Aromatic,Aromatic,Medium,A masterfully crafted EDP fragrance by Ajmal. Perfect for Men seeking a Aromatic scent with Medium longevity.
ajmal-oud,Oud,Ajmal,Parfum,TRUE,Title,Default Title,shopify,36,deny,manual,216,TRUE,TRUE,https://images.unsplash.com/photo-1518331566-07612711ff60?q=80&w=800&auto=format&fit=crop,Ajmal,Parfum,Oud,Aromatic,Strong,A masterfully crafted EDP fragrance by Ajmal. Perfect for Unisex seeking a Oud scent with Strong longevity.
ajmal-noir,Noir,Ajmal,Parfum,TRUE,Title,Default Title,shopify,37,deny,manual,217,TRUE,TRUE,https://images.unsplash.com/photo-1622618991746-fe6004db3a47?q=80&w=800&auto=format&fit=crop,Ajmal,Parfum,Musky,Aromatic,Strong,A masterfully crafted EDP fragrance by Ajmal. Perfect for Unisex seeking a Musky scent with Strong longevity.
ajmal-storm,Storm,Ajmal,Parfum,TRUE,Title,Default Title,shopify,38,deny,manual,218,TRUE,TRUE,https://images.unsplash.com/photo-1595535373192-fc8938b27529?q=80&w=800&auto=format&fit=crop,Ajmal,Parfum,Amber,Aromatic,Medium,A masterfully crafted EDP fragrance by Ajmal. Perfect for Unisex seeking a Amber scent with Medium longevity.
ajmal-zeal,Zeal,Ajmal,Parfum,TRUE,Title,Default Title,shopify,39,deny,manual,219,TRUE,TRUE,https://images.unsplash.com/photo-1592494911762-d2f1f5f3e911?q=80&w=800&auto=format&fit=crop,Ajmal,Parfum,Spicy,Aromatic,Medium,A masterfully crafted EDP fragrance by Ajmal. Perfect for Unisex seeking a Spicy scent with Medium longevity.
ajmal-raki,Raki,Ajmal,Extract,TRUE,Title,Default Title,shopify,40,deny,manual,220,TRUE,TRUE,https://images.unsplash.com/photo-1596462502278-27bfdc403348?q=80&w=800&auto=format&fit=crop,Ajmal,Extract,Musky,Aromatic,Strong,A masterfully crafted OIL fragrance by Ajmal. Perfect for Unisex seeking a Musky scent with Strong longevity.
ajmal-mukhalat,Mukhalat,Ajmal,Extract,TRUE,Title,Default Title,shopify,41,deny,manual,221,TRUE,TRUE,https://images.unsplash.com/photo-1592494911762-d2f1f5f3e911?q=80&w=800&auto=format&fit=crop,Ajmal,Extract,Ambery,Aromatic,Strong,A masterfully crafted OIL fragrance by Ajmal. Perfect for Unisex seeking a Ambery scent with Strong longevity.
ajmal-oil,Oil,Ajmal,Extract,TRUE,Title,Default Title,shopify,42,deny,manual,222,TRUE,TRUE,https://images.unsplash.com/photo-1598516086708-41c305c08d17?q=80&w=800&auto=format&fit=crop,Ajmal,Extract,Vanilla,Aromatic,Strong,A masterfully crafted OIL fragrance by Ajmal. Perfect for Unisex seeking a Vanilla scent with Strong longevity.
brand-perfume,Perfume,Brand,Parfum,TRUE,Title,Default Title,shopify,43,deny,manual,223,TRUE,TRUE,https://images.unsplash.com/photo-1592494911762-d2f1f5f3e911?q=80&w=800&auto=format&fit=crop,Brand,Parfum,Category,Aromatic,Longevity,A masterfully crafted TYPE fragrance by Brand. Perfect for Audience seeking a Category scent with Longevity longevity.
zimaya-great,Great,Zimaya,Parfum,TRUE,Title,Default Title,shopify,44,deny,manual,224,TRUE,TRUE,https://images.unsplash.com/photo-1582211594533-268f4f1edcb9?q=80&w=800&auto=format&fit=crop,Zimaya,Parfum,Amber,Aromatic,Medium,A masterfully crafted EDP fragrance by Zimaya. Perfect for Unisex seeking a Amber scent with Medium longevity.
zimaya-umree,Umree,Zimaya,Parfum,TRUE,Title,Default Title,shopify,45,deny,manual,225,TRUE,TRUE,https://images.unsplash.com/photo-1608528577891-eb055944f2e7?q=80&w=800&auto=format&fit=crop,Zimaya,Parfum,Floral,Aromatic,Medium,A masterfully crafted EDP fragrance by Zimaya. Perfect for Women seeking a Floral scent with Medium longevity.
zimaya-infused,Infused,Zimaya,Parfum,TRUE,Title,Default Title,shopify,46,deny,manual,226,TRUE,TRUE,https://images.unsplash.com/photo-1588405748880-12d1d2a59f75?q=80&w=800&auto=format&fit=crop,Zimaya,Parfum,Gourmand,Aromatic,Strong,A masterfully crafted EDP fragrance by Zimaya. Perfect for Men seeking a Gourmand scent with Strong longevity.
zimaya-pink,Pink,Zimaya,Parfum,TRUE,Title,Default Title,shopify,47,deny,manual,227,TRUE,TRUE,https://images.unsplash.com/photo-1582211594533-268f4f1edcb9?q=80&w=800&auto=format&fit=crop,Zimaya,Parfum,Floral,Aromatic,Strong,A masterfully crafted EDP fragrance by Zimaya. Perfect for Women seeking a Floral scent with Strong longevity.
zimaya-red,Red,Zimaya,Parfum,TRUE,Title,Default Title,shopify,48,deny,manual,228,TRUE,TRUE,https://images.unsplash.com/photo-1599305090598-fe179d501227?q=80&w=800&auto=format&fit=crop,Zimaya,Parfum,Floral,Aromatic,Medium,A masterfully crafted EDP fragrance by Zimaya. Perfect for Women seeking a Floral scent with Medium longevity.
zimaya-noir,Noir,Zimaya,Parfum,TRUE,Title,Default Title,shopify,49,deny,manual,229,TRUE,TRUE,https://images.unsplash.com/photo-1601244840899-72c676afba7b?q=80&w=800&auto=format&fit=crop,Zimaya,Parfum,Woody,Aromatic,Strong,A masterfully crafted EDP fragrance by Zimaya. Perfect for Unisex seeking a Woody scent with Strong longevity.
zimaya-stallion,Stallion,Zimaya,Parfum,TRUE,Title,Default Title,shopify,50,deny,manual,230,TRUE,TRUE,https://images.unsplash.com/photo-1608528577891-eb055944f2e7?q=80&w=800&auto=format&fit=crop,Zimaya,Parfum,Fresh,Aromatic,Medium,A masterfully crafted EDP fragrance by Zimaya. Perfect for Unisex seeking a Fresh scent with Medium longevity.
